event_id,dataset_source,source_file,event_type,lane_id,event_onset_s,window_start_s,window_end_s,event_duration_s,split
2144,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,215.98255,205.98255,215.98255,0.7340670000000102,train
2145,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,221.888453,211.888453,221.888453,0.7340670000000102,train
2146,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,211.911814,201.911814,211.911814,0.6339670000000126,train
2147,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,214.280849,204.280849,214.280849,0.7674330000000111,train
2148,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,205.405311,195.405311,205.405311,0.967632999999978,train
2149,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,225.558788,215.558788,225.558788,0.9009010000000046,train
2150,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,241.14103,231.14103,241.14103,0.5004999999999882,train
2151,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,218.084651,208.084651,218.084651,0.8007999999999811,train
2152,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,243.076297,233.076297,243.076297,0.5672339999999849,train
2153,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,207.073645,197.073645,207.073645,0.967634000000004,train
2154,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,207.540778,197.540778,207.540778,0.667334000000011,train
2155,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,208.842079,198.842079,208.842079,0.8675339999999778,train
2156,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,210.477047,200.477047,210.477047,0.9009000000000073,train
2157,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,227.227122,217.227122,227.227122,0.7340669999999818,train
2158,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,228.328223,218.328223,228.328223,0.8007999999999811,train
2159,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,212.645881,202.645881,212.645881,0.9009010000000046,train
2160,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,228.76199,218.76199,228.76199,0.7007000000000119,train
2161,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,211.44468,201.44468,211.44468,1.0010010000000025,train
2162,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,232.465692,222.465692,232.465692,0.6673330000000135,train
2163,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,247.814367,237.814367,247.814367,0.8341670000000079,train
2164,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,234.267493,224.267493,234.267493,0.5338669999999865,train
2165,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,232.031925,222.031925,232.031925,0.7674340000000086,train
2166,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,256.456338,246.456338,256.456338,0.5338669999999865,train
2167,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,219.018918,209.018918,219.018918,1.534866999999991,train
2168,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,213.980548,203.980548,213.980548,0.7340680000000077,train
2169,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,224.357587,214.357587,224.357587,0.9009010000000046,train
2170,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,235.935827,225.935827,235.935827,0.7007000000000119,train
2171,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,232.265492,222.265492,232.265492,1.3012999999999977,train
2172,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,221.087652,211.087652,221.087652,0.800801000000007,train
2173,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,254.42097,244.42097,254.42097,0.5672339999999849,train
2174,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,236.870094,226.870094,236.870094,0.5005000000000166,train
2175,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,240.440329,230.440329,240.440329,0.8675340000000062,train
2176,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,228.56179,218.56179,228.56179,0.6673329999999851,train
2177,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,247.013566,237.013566,247.013566,0.7007010000000093,train
2178,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,228.328223,218.328223,228.328223,0.5672339999999849,train
2179,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,225.792355,215.792355,225.792355,0.7674340000000086,train
2180,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,223.756987,213.756987,223.756987,0.967634000000004,train
2181,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,241.44133,231.44133,241.44133,0.533867000000015,train
2182,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,261.427974,251.427974,261.427974,1.23456699999997,train
2183,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,245.145032,235.145032,245.145032,1.5015010000000188,train
2184,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,264.998209,254.998209,264.998209,1.001001000000031,train
2185,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,233.900459,223.900459,233.900459,1.0010009999999738,train
2186,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,249.182401,239.182401,249.182401,1.1344670000000008,train
2187,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,266.032576,256.032576,266.032576,0.8008009999999786,train
2188,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,238.338228,228.338228,238.338228,1.4014010000000212,train
2189,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,231.097658,221.097658,231.097658,0.6006000000000142,train
2190,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,254.654537,244.654537,254.654537,1.0010010000000025,train
2191,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,247.747633,237.747633,247.747633,1.0677340000000015,train
2192,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,270.203412,260.203412,270.203412,1.1344669999999724,train
2193,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,247.2805,237.2805,247.2805,0.7007000000000119,train
2194,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,250.784002,240.784002,250.784002,0.7007000000000119,train
2195,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,248.815367,238.815367,248.815367,0.8341669999999795,train
2196,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,234.200759,224.200759,234.200759,0.7007009999999809,train
2197,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,235.268493,225.268493,235.268493,0.800801000000007,train
2198,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,240.240129,230.240129,240.240129,0.8341670000000079,train
2199,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,234.968193,224.968193,234.968193,0.7674339999999802,train
2200,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,248.0813,238.0813,248.0813,1.1678339999999992,train
2201,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,272.305513,262.305513,272.305513,0.5004999999999882,train
2202,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,249.382601,239.382601,249.382601,0.8675340000000062,train
2203,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,235.768994,225.768994,235.768994,0.8008000000000095,train
2204,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,252.218769,242.218769,252.218769,0.7674339999999802,train
2205,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,256.623171,246.623171,256.623171,1.201200999999969,train
2206,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,246.746633,236.746633,246.746633,1.5015009999999904,train
2207,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,259.993207,249.993207,259.993207,0.8341670000000363,train
2208,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,238.905462,228.905462,238.905462,0.8341670000000079,train
2209,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,277.544083,267.544083,277.544083,0.8007999999999811,train
2210,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,248.348234,238.348234,248.348234,0.7340670000000102,train
2211,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,261.361241,251.361241,261.361241,0.8007999999999811,train
2212,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,253.486703,243.486703,253.486703,0.8341670000000079,train
2213,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,258.525072,248.525072,258.525072,0.4671339999999873,train
2214,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,242.842731,232.842731,242.842731,0.7340670000000102,train
2215,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,239.672896,229.672896,239.672896,0.9008999999999788,train
2216,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,259.325873,249.325873,259.325873,0.5004999999999882,train
2217,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,252.685903,242.685903,252.685903,0.9009000000000073,train
2218,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,256.222771,246.222771,256.222771,0.7674339999999802,train
2219,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,249.649534,239.649534,249.649534,0.7674340000000086,train
2220,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,251.918469,241.918469,251.918469,0.8341670000000079,train
2221,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,265.732276,255.732276,265.732276,1.1011009999999717,train
2222,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,255.188404,245.188404,255.188404,0.7340670000000102,train
2223,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,247.6809,237.6809,247.6809,0.9008999999999788,train
2224,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,283.917119,273.917119,283.917119,1.4347679999999627,train
2225,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,267.20041,257.20041,267.20041,0.4671340000000441,train
2226,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,253.686903,243.686903,253.686903,0.7340670000000102,train
2227,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,273.840381,263.840381,273.840381,0.8341670000000363,train
2228,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,252.118669,242.118669,252.118669,0.8007999999999811,train
2229,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,258.291506,248.29150600000003,258.291506,0.8007999999999811,train
2230,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,252.952836,242.952836,252.952836,0.4671340000000157,train
2231,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,262.428975,252.428975,262.428975,0.9009000000000356,train
2232,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,275.175048,265.175048,275.175048,0.8341669999999795,train
2233,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,267.934478,257.934478,267.934478,0.8341669999999795,train
2234,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,266.80001,256.80001,266.80001,0.8008010000000354,train
2235,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,272.405613,262.405613,272.405613,0.9342669999999772,train
2236,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,270.937479,260.937479,270.937479,0.8341669999999795,train
2237,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,279.112317,269.112317,279.112317,1.23456699999997,train
2238,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,264.831376,254.831376,264.831376,0.500500000000045,train
2239,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,278.745283,268.745283,278.745283,0.6006010000000401,train
2240,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,289.055589,279.055589,289.055589,0.8007999999999811,train
2241,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,278.27815,268.27815,278.27815,0.500500000000045,train
2242,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,231.731625,221.731625,231.731625,0.5672329999999874,train
2243,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,266.132677,256.132677,266.132677,0.7006999999999834,train
2244,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,253.186403,243.186403,253.186403,0.8675339999999778,train
2245,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,262.962842,252.962842,262.962842,1.3012999999999693,train
2246,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,269.269145,259.269145,269.269145,1.0343670000000316,train
2247,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,279.546084,269.546084,279.546084,0.7340669999999818,train
2248,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,267.700911,257.700911,267.700911,0.6339669999999842,train
2249,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,257.757639,247.757639,257.757639,0.8341670000000363,train
2250,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,268.701911,258.701911,268.701911,0.5672339999999849,train
2251,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,265.064943,255.06494300000003,265.064943,1.2011999999999716,train
2252,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,269.169045,259.169045,269.169045,0.6673340000000394,train
2253,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,258.458339,248.458339,258.458339,0.8008009999999786,train
2254,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,285.285154,275.285154,285.285154,0.6673330000000419,train
2255,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,252.018569,242.018569,252.018569,0.5338669999999865,train
2256,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,269.536078,259.536078,269.536078,0.8008010000000354,train
2257,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,244.644532,234.644532,244.644532,0.6339670000000126,train
2258,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,273.873747,263.873747,273.873747,0.8008010000000354,train
2259,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,272.906114,262.906114,272.906114,1.2011999999999716,train
2260,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,265.365243,255.365243,265.365243,1.067733999999973,train
2261,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,275.441982,265.441982,275.441982,0.9008999999999788,train
2262,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,299.065594,289.065594,299.065594,0.8008010000000354,train
2263,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,266.733277,256.733277,266.733277,0.8675340000000347,train
2264,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,275.608815,265.608815,275.608815,0.8341669999999795,train
2265,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,268.434978,258.434978,268.434978,0.8341669999999795,train
2266,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,278.77865,268.77865,278.77865,0.5672339999999849,train
2267,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,281.214418,271.214418,281.214418,0.8007999999999811,train
2268,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,280.947485,270.947485,280.947485,1.0010000000000332,train
2269,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,281.214418,271.214418,281.214418,0.8007999999999811,train
2270,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,281.714918,271.714918,281.714918,1.1678339999999707,train
2271,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,273.273147,263.273147,273.273147,1.001001000000031,train
2272,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,283.049586,273.049586,283.049586,1.1344670000000292,train
2273,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,309.843033,299.843033,309.843033,0.8675340000000347,train
2274,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,286.786654,276.786654,286.786654,1.1678340000000276,train
2275,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,286.152687,276.152687,286.152687,0.8675339999999778,train
2276,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,283.616819,273.616819,283.616819,0.8341669999999795,train
2277,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,301.734929,291.734929,301.734929,0.9676339999999756,train
2278,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,288.721922,278.721922,288.721922,0.8007999999999811,train
2279,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,284.884753,274.884753,284.884753,1.06773400000003,train
2280,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,296.262793,286.262793,296.262793,0.767434000000037,train
2281,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,291.191057,281.191057,291.191057,1.101099999999974,train
2282,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,278.912117,268.912117,278.912117,1.0343669999999747,train
2283,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,292.05859,282.05859,292.05859,0.9676340000000324,train
2284,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,311.311168,301.311168,311.311168,0.9008999999999788,train
2285,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,282.282152,272.282152,282.282152,0.8341669999999795,train
2286,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,283.383252,273.383252,283.383252,0.9009009999999762,train
2287,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,279.913117,269.913117,279.913117,0.8675339999999778,train
2288,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,307.207065,297.207065,307.207065,0.8341669999999795,train
2289,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,288.087955,278.087955,288.087955,0.5338669999999865,train
2290,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,301.034229,291.034229,301.034229,0.8341670000000363,train
2291,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,289.989856,279.989856,289.989856,0.8008000000000379,train
2292,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,301.935129,291.935129,301.935129,0.7674339999999802,train
2293,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,284.21742,274.21742,284.21742,0.9008999999999788,train
2294,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,294.160692,284.160692,294.160692,0.9676330000000348,train
2295,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,315.949137,305.949137,315.949137,1.101099999999974,train
2296,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,288.288155,278.288155,288.288155,0.8341669999999795,train
2297,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,298.998861,288.998861,298.998861,0.8675340000000347,train
2298,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,290.890757,280.890757,290.890757,0.7340669999999818,train
2299,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,301.167695,291.167695,301.167695,0.5338670000000434,train
2300,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,298.164694,288.164694,298.164694,1.3680340000000228,train
2301,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,299.866395,289.866395,299.866395,0.7674329999999827,train
2302,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,317.684204,307.684204,317.684204,0.8675339999999778,train
2303,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,302.669196,292.669196,302.669196,0.5338669999999865,train
2304,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,318.818672,308.818672,318.818672,0.9009000000000356,train
2305,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,300.466995,290.466995,300.466995,0.8341669999999795,train
2306,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,304.003864,294.003864,304.003864,1.0343669999999747,train
2307,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,293.593458,283.593458,293.593458,1.0343669999999747,train
2308,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,305.004864,295.004864,305.004864,0.8675339999999778,train
2309,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,302.73593,292.73593,302.73593,0.9008999999999788,train
2310,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,294.894759,284.894759,294.894759,0.5672329999999874,train
2311,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,305.705565,295.705565,305.705565,0.5338660000000459,train
2312,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,295.295159,285.295159,295.295159,0.8341669999999795,train
2313,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,313.379902,303.379902,313.379902,0.8341669999999795,train
2314,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,267.634177,257.634177,267.634177,1.5348679999999604,train
2315,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,307.841032,297.841032,307.841032,0.5338670000000434,train
2316,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,321.821673,311.821673,321.821673,0.900901000000033,train
2317,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,299.299161,289.299161,299.299161,0.6673339999999826,train
2318,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,278.044583,268.044583,278.044583,1.3346670000000245,train
2319,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,285.852387,275.852387,285.852387,0.8675339999999778,train
2320,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,319.719572,309.719572,319.719572,0.6673339999999826,train
2321,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,304.971497,294.971497,304.971497,1.334668000000022,train
2322,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,315.548736,305.548736,315.548736,0.5005009999999857,train
2323,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,307.307165,297.307165,307.307165,0.8341669999999795,train
2324,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,322.722574,312.722574,322.722574,0.6673329999999851,train
2325,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,301.768296,291.768296,301.768296,0.5338669999999865,train
2326,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,300.900762,290.900762,300.900762,0.7340670000000387,train
2327,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,308.541733,298.541733,308.541733,0.6005999999999858,train
2328,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,301.968496,291.968496,301.968496,0.8341669999999795,train
2329,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,309.309166,299.309166,309.309166,0.8341679999999769,train
2330,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,318.985505,308.985505,318.985505,1.5015010000000188,train
2331,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,303.870397,293.870397,303.870397,0.9342669999999772,train
2332,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,308.675199,298.675199,308.675199,0.8008009999999786,train
2333,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,323.923774,313.923774,323.923774,0.9676340000000324,train
2334,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,319.118972,309.118972,319.118972,0.6006000000000427,train
2335,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,326.459642,316.459642,326.459642,0.767434000000037,train
2336,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,325.758942,315.758942,325.758942,0.8008000000000379,train
2337,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,313.046235,303.046235,313.046235,0.9342669999999772,train
2338,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,327.49401,317.49401,327.49401,0.9008999999999788,train
2339,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,326.726576,316.726576,326.726576,0.5004999999999882,train
2340,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,327.39391,317.39391,327.39391,1.434767000000022,train
2341,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,336.102614,326.102614,336.102614,1.1344669999999724,train
2342,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,320.787306,310.787306,320.787306,0.8675339999999778,train
2343,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,330.296811,320.296811,330.296811,0.767434000000037,train
2344,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,322.25544,312.25544,322.25544,0.5672339999999849,train
2345,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,303.703563,293.703563,303.703563,0.8675340000000347,train
