event_id,dataset_source,source_file,event_type,lane_id,event_onset_s,window_start_s,window_end_s,event_duration_s
2078,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,200.800708,190.800708,200.800708,0.6339670000000126
2079,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,191.958537,181.958537,191.958537,1.1344670000000008
2080,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,199.799708,189.799708,199.799708,1.2345669999999984
2081,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,175.475394,165.475394,175.475394,0.8675340000000062
2082,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,196.596506,186.596506,196.596506,0.7674340000000086
2083,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,176.276195,166.276195,176.276195,0.9009000000000071
2084,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,195.929172,185.929172,195.929172,1.334666999999996
2085,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,201.935175,191.935175,201.935175,0.667334000000011
2086,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,181.147731,171.147731,181.147731,0.8675340000000062
2087,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,178.111363,168.111363,178.111363,0.9008999999999787
2088,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,211.511414,201.511414,211.511414,0.9342670000000055
2089,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,182.582498,172.582498,182.582498,0.6006010000000117
2090,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,202.535776,192.535776,202.535776,1.501499999999993
2091,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,189.656235,179.656235,189.656235,0.8675339999999778
2092,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,180.24683,170.24683,180.24683,0.9342670000000055
2093,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,195.128372,185.128372,195.128372,0.9008999999999787
2094,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,192.32557,182.32557,192.32557,1.0343670000000031
2095,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,194.828072,184.828072,194.828072,0.7007000000000119
2096,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,185.752333,175.752333,185.752333,0.7674340000000086
2097,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,225.191755,215.191755,225.191755,0.7674330000000111
2098,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,228.96219,218.96219,228.96219,0.667334000000011
2099,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,222.789353,212.789353,222.789353,0.5004999999999882
2100,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,204.437677,194.437677,204.437677,0.6673329999999851
2101,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,229.796357,219.796357,229.796357,1.0010010000000023
2102,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,206.573144,196.573144,206.573144,0.8008009999999786
2103,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,189.722969,179.722969,189.722969,1.1344670000000008
2104,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,209.542779,199.542779,209.542779,0.7340670000000102
2105,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,185.318566,175.318566,185.318566,1.0343680000000006
2106,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,197.76434,187.76434,197.76434,0.7674329999999827
2107,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,189.689602,179.689602,189.689602,0.4671339999999873
2108,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,191.82507,181.82507,191.82507,0.7006999999999834
2109,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,208.775346,198.775346,208.775346,0.6673329999999851
2110,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,192.792704,182.792704,192.792704,0.9009000000000071
2111,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,193.560137,183.560137,193.560137,0.9676340000000039
2112,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,212.645881,202.645881,212.645881,0.800801000000007
2113,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,214.514415,204.514415,214.514415,0.6006009999999833
2114,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,218.785351,208.785351,218.785351,0.667334000000011
2115,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,196.262839,186.262839,196.262839,0.9342669999999771
2116,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,209.976546,199.976546,209.976546,0.8008009999999786
2117,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,210.310213,200.310213,210.310213,0.7340669999999818
2118,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,199.232474,189.232474,199.232474,0.6006000000000142
2119,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,207.273845,197.273845,207.273845,1.1011000000000024
2120,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,204.10401,194.10401,204.10401,1.2345669999999984
2121,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,212.312214,202.312214,212.312214,0.8008009999999786
2122,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,197.66424,187.66424,197.66424,0.7006999999999834
2123,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,220.253485,210.253485,220.253485,0.7007009999999809
2124,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,234.934826,224.934826,234.934826,1.201201000000026
2125,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,198.398307,188.398307,198.398307,0.8008000000000095
2126,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,213.813715,203.813715,213.813715,0.9676340000000039
2127,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,207.607512,197.607512,207.607512,0.6005999999999858
2128,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,199.666241,189.666241,199.666241,0.8675339999999778
2129,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,182.248831,172.248831,182.248831,0.934268000000003
2130,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,184.484399,174.484399,184.484399,0.8341670000000079
2131,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,217.750984,207.750984,217.750984,0.533867000000015
2132,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,204.737977,194.737977,204.737977,0.9676340000000039
2133,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,208.274845,198.274845,208.274845,0.934268000000003
2134,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,201.134375,191.134375,201.134375,0.7340669999999818
2135,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,223.12302,213.12302,223.12302,0.667334000000011
2136,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,209.876446,199.876446,209.876446,0.8341670000000079
2137,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,238.304862,228.304862,238.304862,1.334666999999996
2138,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,21,185.718967,175.718967,185.718967,0.533867000000015
2139,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,193.860438,183.860438,193.860438,0.7674330000000111
2140,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,202.402309,192.402309,202.402309,0.6339669999999842
2141,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,219.319218,209.319218,219.319218,0.8007999999999811
2142,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,216.28285,206.28285,216.28285,0.9342670000000055
2143,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,239.973196,229.973196,239.973196,0.6673329999999851
2144,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,215.98255,205.98255,215.98255,0.7340670000000102
2145,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,221.888453,211.888453,221.888453,0.7340670000000102
2146,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,211.911814,201.911814,211.911814,0.6339670000000126
2147,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,214.280849,204.280849,214.280849,0.7674330000000111
2148,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,205.405311,195.405311,205.405311,0.967632999999978
2149,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,225.558788,215.558788,225.558788,0.9009010000000046
2150,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,241.14103,231.14103,241.14103,0.5004999999999882
2151,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,218.084651,208.084651,218.084651,0.8007999999999811
2152,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,243.076297,233.076297,243.076297,0.5672339999999849
2153,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,207.073645,197.073645,207.073645,0.9676340000000039
2154,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,207.540778,197.540778,207.540778,0.667334000000011
2155,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,208.842079,198.842079,208.842079,0.8675339999999778
2156,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,210.477047,200.477047,210.477047,0.9009000000000071
2157,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,227.227122,217.227122,227.227122,0.7340669999999818
2158,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,228.328223,218.328223,228.328223,0.8007999999999811
2159,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,212.645881,202.645881,212.645881,0.9009010000000046
2160,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,228.76199,218.76199,228.76199,0.7007000000000119
2161,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,211.44468,201.44468,211.44468,1.0010010000000023
2162,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,232.465692,222.465692,232.465692,0.6673330000000135
2163,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,247.814367,237.814367,247.814367,0.8341670000000079
2164,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,234.267493,224.267493,234.267493,0.5338669999999865
2165,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,232.031925,222.031925,232.031925,0.7674340000000086
2166,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,256.456338,246.45633800000002,256.456338,0.5338669999999865
2167,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,219.018918,209.018918,219.018918,1.5348669999999913
2168,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,213.980548,203.980548,213.980548,0.7340680000000077
2169,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,224.357587,214.357587,224.357587,0.9009010000000046
2170,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,235.935827,225.935827,235.935827,0.7007000000000119
2171,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,232.265492,222.265492,232.265492,1.3012999999999977
2172,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,221.087652,211.087652,221.087652,0.800801000000007
2173,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,254.42097,244.42097,254.42097,0.5672339999999849
2174,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,236.870094,226.870094,236.870094,0.5005000000000166
2175,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,240.440329,230.440329,240.440329,0.8675340000000062
2176,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,228.56179,218.56179,228.56179,0.6673329999999851
2177,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,247.013566,237.013566,247.013566,0.7007010000000093
2178,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,228.328223,218.328223,228.328223,0.5672339999999849
2179,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,225.792355,215.792355,225.792355,0.7674340000000086
2180,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,223.756987,213.756987,223.756987,0.9676340000000039
2181,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,241.44133,231.44133,241.44133,0.533867000000015
2182,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,261.427974,251.427974,261.427974,1.23456699999997
2183,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,245.145032,235.145032,245.145032,1.5015010000000188
2184,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,264.998209,254.99820899999997,264.998209,1.0010010000000307
2185,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,233.900459,223.900459,233.900459,1.0010009999999738
2186,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,249.182401,239.182401,249.182401,1.1344670000000008
2187,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,266.032576,256.032576,266.032576,0.8008009999999786
2188,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,238.338228,228.338228,238.338228,1.4014010000000212
2189,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,231.097658,221.097658,231.097658,0.6006000000000142
2190,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,254.654537,244.654537,254.654537,1.0010010000000023
2191,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,247.747633,237.747633,247.747633,1.0677340000000015
2192,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,270.203412,260.203412,270.203412,1.1344669999999724
2193,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,247.2805,237.2805,247.2805,0.7007000000000119
2194,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,250.784002,240.784002,250.784002,0.7007000000000119
2195,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,248.815367,238.815367,248.815367,0.8341669999999795
2196,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,234.200759,224.200759,234.200759,0.7007009999999809
2197,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,235.268493,225.268493,235.268493,0.800801000000007
2198,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,240.240129,230.240129,240.240129,0.8341670000000079
2199,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,234.968193,224.968193,234.968193,0.7674339999999802
2200,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,248.0813,238.0813,248.0813,1.1678339999999992
2201,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,272.305513,262.305513,272.305513,0.5004999999999882
2202,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,249.382601,239.382601,249.382601,0.8675340000000062
2203,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,235.768994,225.768994,235.768994,0.8008000000000095
2204,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,252.218769,242.218769,252.218769,0.7674339999999802
2205,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,256.623171,246.623171,256.623171,1.201200999999969
2206,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,246.746633,236.746633,246.746633,1.5015009999999904
2207,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,259.993207,249.99320699999998,259.993207,0.8341670000000363
2208,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,238.905462,228.905462,238.905462,0.8341670000000079
2209,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,277.544083,267.544083,277.544083,0.8007999999999811
2210,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,248.348234,238.348234,248.348234,0.7340670000000102
2211,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,261.361241,251.361241,261.361241,0.8007999999999811
2212,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,253.486703,243.486703,253.486703,0.8341670000000079
2213,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,258.525072,248.52507200000002,258.525072,0.4671339999999873
2214,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,242.842731,232.842731,242.842731,0.7340670000000102
2215,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,239.672896,229.672896,239.672896,0.9008999999999787
2216,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,259.325873,249.325873,259.325873,0.5004999999999882
2217,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,252.685903,242.685903,252.685903,0.9009000000000071
2218,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,256.222771,246.22277100000002,256.222771,0.7674339999999802
2219,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,249.649534,239.649534,249.649534,0.7674340000000086
2220,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,251.918469,241.918469,251.918469,0.8341670000000079
2221,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,265.732276,255.732276,265.732276,1.1011009999999715
2222,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,255.188404,245.188404,255.188404,0.7340670000000102
2223,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,247.6809,237.6809,247.6809,0.9008999999999787
2224,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,283.917119,273.917119,283.917119,1.4347679999999627
2225,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,267.20041,257.20041,267.20041,0.4671340000000441
2226,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,253.686903,243.686903,253.686903,0.7340670000000102
2227,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,273.840381,263.840381,273.840381,0.8341670000000363
2228,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,252.118669,242.118669,252.118669,0.8007999999999811
2229,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,258.291506,248.29150600000003,258.291506,0.8007999999999811
2230,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,252.952836,242.952836,252.952836,0.4671340000000157
2231,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,262.428975,252.42897499999998,262.428975,0.9009000000000356
2232,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,275.175048,265.175048,275.175048,0.8341669999999795
2233,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,267.934478,257.934478,267.934478,0.8341669999999795
2234,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,266.80001,256.80001,266.80001,0.8008010000000354
2235,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,272.405613,262.405613,272.405613,0.9342669999999771
2236,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,270.937479,260.937479,270.937479,0.8341669999999795
2237,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,279.112317,269.112317,279.112317,1.23456699999997
2238,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,264.831376,254.83137599999998,264.831376,0.500500000000045
2239,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,278.745283,268.745283,278.745283,0.6006010000000401
2240,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,289.055589,279.055589,289.055589,0.8007999999999811
2241,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,278.27815,268.27815,278.27815,0.500500000000045
2242,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,231.731625,221.731625,231.731625,0.5672329999999874
2243,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,266.132677,256.132677,266.132677,0.7006999999999834
2244,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,253.186403,243.186403,253.186403,0.8675339999999778
2245,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,262.962842,252.96284200000002,262.962842,1.3012999999999693
2246,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,269.269145,259.269145,269.269145,1.0343670000000316
2247,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,279.546084,269.546084,279.546084,0.7340669999999818
2248,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,267.700911,257.700911,267.700911,0.6339669999999842
2249,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,257.757639,247.75763899999998,257.757639,0.8341670000000363
2250,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,268.701911,258.701911,268.701911,0.5672339999999849
2251,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,265.064943,255.06494300000003,265.064943,1.2011999999999716
2252,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,269.169045,259.169045,269.169045,0.6673340000000394
2253,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,258.458339,248.45833900000002,258.458339,0.8008009999999786
2254,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,285.285154,275.285154,285.285154,0.6673330000000419
2255,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,252.018569,242.018569,252.018569,0.5338669999999865
2256,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,269.536078,259.536078,269.536078,0.8008010000000354
2257,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,244.644532,234.644532,244.644532,0.6339670000000126
2258,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,273.873747,263.873747,273.873747,0.8008010000000354
2259,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,272.906114,262.906114,272.906114,1.2011999999999716
2260,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,265.365243,255.36524300000002,265.365243,1.067733999999973
2261,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,275.441982,265.441982,275.441982,0.9008999999999787
2262,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,7,299.065594,289.065594,299.065594,0.8008010000000354
2263,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,266.733277,256.733277,266.733277,0.8675340000000347
2264,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,275.608815,265.608815,275.608815,0.8341669999999795
2265,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,268.434978,258.434978,268.434978,0.8341669999999795
2266,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,278.77865,268.77865,278.77865,0.5672339999999849
2267,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,281.214418,271.214418,281.214418,0.8007999999999811
2268,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,280.947485,270.947485,280.947485,1.0010000000000332
2269,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,281.214418,271.214418,281.214418,0.8007999999999811
2270,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,281.714918,271.714918,281.714918,1.1678339999999707
2271,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,273.273147,263.273147,273.273147,1.0010010000000307
2272,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,283.049586,273.049586,283.049586,1.1344670000000292
2273,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,309.843033,299.843033,309.843033,0.8675340000000347
2274,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,286.786654,276.786654,286.786654,1.1678340000000276
2275,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,286.152687,276.152687,286.152687,0.8675339999999778
2276,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,283.616819,273.616819,283.616819,0.8341669999999795
2277,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,301.734929,291.734929,301.734929,0.9676339999999755
2278,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,288.721922,278.721922,288.721922,0.8007999999999811
2279,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,2,284.884753,274.884753,284.884753,1.06773400000003
2280,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,5,296.262793,286.262793,296.262793,0.767434000000037
2281,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,1,291.191057,281.191057,291.191057,1.101099999999974
2282,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,278.912117,268.912117,278.912117,1.0343669999999747
2283,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,4,292.05859,282.05859,292.05859,0.9676340000000323
2284,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,6,311.311168,301.311168,311.311168,0.9008999999999787
2285,mitra_t5,data\raw\mitra\Data_T5\T5_DAll.csv,hard_brake,3,282.282152,272.282152,282.282152,0.8341669999999795
